Timestamp,Temperature,Humidity,Light Intensity,Co2 Concentration,Door Status,Motion Status
2025-09-03 14:42:00,30.44,77.49,80,1169,Open,Inactivity
2025-09-03 14:43:00,39.1,77.41,74,1033,Open,Inactivity
2025-09-03 14:44:00,32.66,86.26,91,1250,Open,Moving
2025-09-03 14:45:00,36.66,88.94,64,1246,Open,Moving
2025-09-03 14:46:00,33.19,89.72,65,1268,Closed,Moving
2025-09-03 14:47:00,35.25,85.07,50,1140,Closed,Inactivity
2025-09-03 14:48:00,35.51,77.53,77,1273,Closed,Moving
2025-09-03 14:49:00,31.93,71.67,41,1095,Closed,Inactivity
2025-09-03 14:50:00,39.7,85.54,46,1226,Open,Inactivity
2025-09-03 14:51:00,37.77,81.17,57,1038,Open,Moving
2025-09-03 14:52:00,39.4,78.48,66,1028,Open,Moving
2025-09-03 14:53:00,38.96,88.13,73,1244,Open,Moving
2025-09-03 14:54:00,36.02,72.22,66,1235,Open,Moving
2025-09-03 14:55:00,39.23,79.85,56,1184,Closed,Moving
2025-09-03 14:56:00,30.98,70.23,82,1271,Open,Moving
2025-09-03 14:57:00,32.04,79.37,98,1235,Closed,Inactivity
2025-09-03 14:58:00,30.55,71.13,83,1238,Closed,Inactivity
2025-09-03 14:59:00,33.32,72.38,98,1265,Closed,Inactivity
2025-09-03 15:00:00,33.95,72.35,90,1064,Closed,Moving
2025-09-03 15:01:00,32.79,82.98,93,1176,Open,Inactivity
2025-09-03 15:02:00,38.3,84.92,63,1002,Closed,Inactivity
2025-09-03 15:03:00,33.63,81.67,64,1141,Closed,Inactivity
2025-09-03 15:04:00,32.88,89.24,46,1157,Closed,Inactivity
2025-09-03 15:05:00,35.47,77.5,91,1145,Open,Inactivity
2025-09-03 15:06:00,31.5,75.71,45,1292,Open,Moving
2025-09-03 15:07:00,38.04,87.37,92,1152,Open,Moving
2025-09-03 15:08:00,30.84,74.47,63,1192,Closed,Inactivity
2025-09-03 15:09:00,39.87,89.26,72,1072,Closed,Inactivity
2025-09-03 15:10:00,37.75,70.24,88,1139,Open,Inactivity
2025-09-03 15:11:00,32.07,89.4,68,1186,Closed,Moving
2025-09-03 15:12:00,30.15,70.86,82,1292,Open,Moving
2025-09-03 15:13:00,38.17,87.82,61,1060,Open,Inactivity
2025-09-03 15:14:00,37.1,80.55,65,1197,Closed,Moving
2025-09-03 15:15:00,37.32,89.86,67,1294,Closed,Moving
2025-09-03 15:16:00,37.74,71.48,89,1010,Closed,Inactivity
2025-09-03 15:17:00,30.83,81.08,60,1061,Closed,Moving
2025-09-03 15:18:00,33.65,89.39,88,1225,Open,Moving
2025-09-03 15:19:00,31.25,80.46,46,1152,Open,Inactivity
2025-09-03 15:20:00,38.64,82.59,56,1198,Open,Moving
2025-09-03 15:21:00,36.27,83.91,59,1051,Open,Moving
2025-09-03 15:22:00,33.38,79.09,80,1259,Open,Inactivity
2025-09-03 15:23:00,30.73,82.55,88,1058,Closed,Moving
2025-09-03 15:24:00,33.18,81.69,59,1071,Open,Moving
2025-09-03 15:25:00,33.32,88.02,93,1147,Open,Inactivity
2025-09-03 15:26:00,37.32,70.91,61,1062,Open,Inactivity
2025-09-03 15:27:00,36.41,75.62,67,1242,Closed,Inactivity
2025-09-03 15:28:00,38.88,89.01,100,1106,Closed,Moving
2025-09-03 15:29:00,34.77,87.81,79,1225,Closed,Inactivity
2025-09-03 15:30:00,31.28,79.11,88,1217,Closed,Moving
2025-09-03 15:31:00,37.16,82.4,46,1240,Open,Inactivity
2025-09-03 15:32:00,37.63,75.55,40,1258,Open,Moving
2025-09-03 15:33:00,35.66,73.76,71,1261,Closed,Inactivity
2025-09-03 15:34:00,37.73,79.27,52,1004,Closed,Inactivity
2025-09-03 15:35:00,34.99,77.07,69,1260,Open,Inactivity
2025-09-03 15:36:00,35.28,81.67,62,1053,Open,Inactivity
2025-09-03 15:37:00,34.33,71.55,90,1046,Closed,Moving
2025-09-03 15:38:00,30.35,89.49,98,1214,Closed,Inactivity
2025-09-03 15:39:00,31.17,89.72,95,1176,Closed,Inactivity
2025-09-03 15:40:00,30.41,83.96,58,1008,Closed,Moving
2025-09-03 15:41:00,36.4,80.72,71,1098,Open,Inactivity
2025-09-03 15:42:00,33.21,76.19,69,1019,Open,Moving
2025-09-03 15:43:00,35.13,86.28,68,1240,Open,Inactivity
2025-09-03 15:44:00,39.08,83.69,88,1060,Closed,Inactivity
2025-09-03 15:45:00,32.57,73.25,84,1177,Closed,Inactivity
2025-09-03 15:46:00,34.16,88.22,68,1061,Open,Moving
2025-09-03 15:47:00,37.58,86.45,69,1144,Open,Inactivity
2025-09-03 15:48:00,32.37,89.0,55,1215,Open,Inactivity
2025-09-03 15:49:00,30.86,84.51,79,1002,Open,Inactivity
2025-09-03 15:50:00,32.97,82.27,58,1159,Closed,Moving
2025-09-03 15:51:00,31.7,78.36,57,1226,Open,Moving
2025-09-03 15:52:00,39.3,88.65,40,1268,Open,Inactivity
2025-09-03 15:53:00,38.1,87.32,53,1119,Open,Moving
2025-09-03 15:54:00,36.37,70.9,90,1088,Open,Inactivity
2025-09-03 15:55:00,38.73,70.53,86,1067,Open,Inactivity
2025-09-03 15:56:00,38.06,77.53,89,1097,Open,Inactivity
2025-09-03 15:57:00,31.95,86.21,41,1266,Open,Inactivity
2025-09-03 15:58:00,38.94,89.75,93,1104,Closed,Inactivity
2025-09-03 15:59:00,35.44,73.01,67,1122,Closed,Inactivity
2025-09-03 16:00:00,38.09,81.88,88,1028,Closed,Inactivity
2025-09-03 16:01:00,38.97,77.62,89,1136,Closed,Moving
2025-09-03 16:02:00,33.25,89.4,69,1194,Open,Moving
2025-09-03 16:03:00,31.19,86.84,77,1225,Closed,Moving
2025-09-03 16:04:00,32.36,86.77,90,1169,Closed,Moving
2025-09-03 16:05:00,34.33,79.37,43,1008,Open,Moving
2025-09-03 16:06:00,38.2,78.3,40,1039,Open,Moving
2025-09-03 16:07:00,38.62,75.47,47,1024,Closed,Moving
2025-09-03 16:08:00,30.17,71.13,68,1260,Closed,Inactivity
2025-09-03 16:09:00,35.16,87.29,94,1225,Open,Inactivity
2025-09-03 16:10:00,34.23,86.26,78,1123,Closed,Inactivity
2025-09-03 16:11:00,32.3,89.99,42,1037,Open,Inactivity
2025-09-03 16:12:00,31.29,89.93,71,1250,Open,Moving
2025-09-03 16:13:00,33.44,81.11,49,1175,Open,Moving
2025-09-03 16:14:00,39.43,85.38,49,1089,Open,Inactivity
2025-09-03 16:15:00,33.3,88.9,58,1036,Closed,Inactivity
2025-09-03 16:16:00,35.24,86.99,85,1175,Open,Moving
2025-09-03 16:17:00,37.06,74.95,73,1283,Open,Inactivity
2025-09-03 16:18:00,33.7,79.01,99,1080,Closed,Inactivity
2025-09-03 16:19:00,39.72,72.58,72,1113,Open,Inactivity
2025-09-03 16:20:00,39.63,89.08,62,1039,Closed,Inactivity
2025-09-03 16:21:00,32.59,82.12,94,1300,Closed,Moving
2025-09-03 16:22:00,35.02,74.57,67,1223,Closed,Inactivity
2025-09-03 16:23:00,33.08,83.43,71,1114,Open,Inactivity
2025-09-03 16:24:00,32.92,82.36,89,1185,Closed,Moving
2025-09-03 16:25:00,30.47,77.16,46,1055,Closed,Moving
2025-09-03 16:26:00,36.13,72.27,68,1039,Open,Inactivity
2025-09-03 16:27:00,35.08,83.43,47,1039,Closed,Moving
2025-09-03 16:28:00,30.61,80.41,40,1236,Closed,Inactivity
2025-09-03 16:29:00,32.86,85.45,96,1288,Closed,Inactivity
2025-09-03 16:30:00,39.09,80.4,94,1261,Closed,Moving
2025-09-03 16:31:00,32.47,87.04,42,1215,Closed,Inactivity
2025-09-03 16:32:00,31.53,81.04,63,1146,Open,Inactivity
2025-09-03 16:33:00,34.95,81.22,62,1167,Closed,Inactivity
2025-09-03 16:34:00,39.86,87.53,98,1091,Closed,Inactivity
2025-09-03 16:35:00,32.5,78.07,100,1058,Open,Moving
2025-09-03 16:36:00,36.75,72.68,47,1058,Open,Moving
2025-09-03 16:37:00,37.64,70.58,93,1168,Open,Inactivity
2025-09-03 16:38:00,32.45,85.1,96,1268,Closed,Moving
2025-09-03 16:39:00,37.31,82.41,86,1044,Open,Inactivity
2025-09-03 16:40:00,33.74,84.08,76,1180,Closed,Inactivity
2025-09-03 16:41:00,36.36,74.26,42,1169,Closed,Inactivity
2025-09-03 16:42:00,36.37,72.73,90,1190,Open,Inactivity
2025-09-03 16:43:00,35.4,70.29,72,1154,Open,Inactivity
2025-09-03 16:44:00,30.99,77.01,67,1187,Closed,Moving
2025-09-03 16:45:00,38.37,81.8,86,1006,Open,Inactivity
2025-09-03 16:46:00,33.28,77.84,47,1132,Closed,Moving
2025-09-03 16:47:00,31.95,78.75,73,1234,Open,Moving
2025-09-03 16:48:00,30.5,88.08,74,1044,Open,Inactivity
2025-09-03 16:49:00,35.95,76.97,71,1248,Open,Inactivity
2025-09-03 16:50:00,36.81,80.28,63,1030,Closed,Inactivity
2025-09-03 16:51:00,30.26,85.67,53,1022,Open,Inactivity
2025-09-03 16:52:00,35.17,77.93,71,1159,Closed,Inactivity
2025-09-03 16:53:00,32.34,82.44,95,1157,Closed,Moving
2025-09-03 16:54:00,36.49,87.25,85,1038,Closed,Inactivity
2025-09-03 16:55:00,31.83,88.99,82,1081,Closed,Inactivity
2025-09-03 16:56:00,36.94,72.94,55,1257,Open,Moving
2025-09-03 16:57:00,33.93,88.53,43,1205,Closed,Moving
2025-09-03 16:58:00,39.37,79.84,91,1076,Closed,Inactivity
2025-09-03 16:59:00,31.46,75.16,76,1011,Open,Moving
2025-09-03 17:00:00,33.48,79.18,93,1294,Closed,Inactivity
2025-09-03 17:01:00,31.22,89.6,60,1223,Open,Moving
2025-09-03 17:02:00,39.25,79.85,53,1012,Closed,Moving
2025-09-03 17:03:00,38.79,76.58,70,1045,Open,Inactivity
2025-09-03 17:04:00,32.65,82.67,94,1154,Closed,Moving
2025-09-03 17:05:00,36.63,74.8,87,1112,Open,Moving
2025-09-03 17:06:00,38.19,71.52,57,1232,Closed,Moving
2025-09-03 17:07:00,35.6,72.58,46,1016,Closed,Moving
2025-09-03 17:08:00,35.34,72.56,49,1222,Open,Moving
2025-09-03 17:09:00,32.49,73.04,46,1187,Open,Moving
2025-09-03 17:10:00,31.02,72.78,72,1162,Open,Inactivity
2025-09-03 17:11:00,38.98,82.82,62,1073,Open,Inactivity
2025-09-03 17:12:00,39.01,73.64,60,1232,Closed,Moving
2025-09-03 17:13:00,36.37,76.91,58,1223,Closed,Inactivity
2025-09-03 17:14:00,33.46,87.94,87,1059,Open,Inactivity
2025-09-03 17:15:00,33.56,79.48,100,1221,Closed,Inactivity
2025-09-03 17:16:00,37.29,83.35,58,1036,Open,Moving
2025-09-03 17:17:00,38.98,73.45,75,1277,Open,Inactivity
2025-09-03 17:18:00,38.88,73.85,68,1195,Closed,Moving
2025-09-03 17:19:00,37.82,70.82,99,1241,Closed,Inactivity
2025-09-03 17:20:00,36.46,73.38,57,1218,Closed,Moving
2025-09-03 17:21:00,30.93,75.57,41,1191,Closed,Moving
2025-09-03 17:22:00,31.7,73.54,40,1016,Closed,Inactivity
2025-09-03 17:23:00,39.0,71.77,86,1011,Closed,Inactivity
2025-09-03 17:24:00,36.1,72.41,44,1192,Closed,Moving
2025-09-03 17:25:00,30.19,79.22,59,1021,Open,Inactivity
2025-09-03 17:26:00,31.1,74.13,50,1119,Open,Inactivity
2025-09-03 17:27:00,36.67,77.29,81,1209,Open,Inactivity
2025-09-03 17:28:00,30.15,80.07,41,1269,Open,Moving
2025-09-03 17:29:00,31.69,83.81,42,1191,Open,Moving
2025-09-03 17:30:00,35.53,70.79,62,1174,Closed,Inactivity
2025-09-03 17:31:00,36.95,85.99,94,1284,Open,Inactivity
2025-09-03 17:32:00,36.55,82.56,51,1203,Open,Inactivity
2025-09-03 17:33:00,32.32,71.64,59,1163,Open,Moving
2025-09-03 17:34:00,37.15,87.47,44,1250,Open,Moving
2025-09-03 17:35:00,32.45,88.42,76,1226,Open,Inactivity
2025-09-03 17:36:00,33.32,71.22,77,1006,Open,Inactivity
2025-09-03 17:37:00,37.49,75.54,69,1028,Open,Inactivity
2025-09-03 17:38:00,36.53,86.12,48,1032,Closed,Inactivity
2025-09-03 17:39:00,38.51,84.97,73,1133,Closed,Inactivity
2025-09-03 17:40:00,36.61,73.69,92,1078,Open,Inactivity
2025-09-03 17:41:00,35.73,74.19,83,1057,Closed,Moving
2025-09-03 17:42:00,31.03,77.41,74,1025,Closed,Inactivity
2025-09-03 17:43:00,33.74,79.69,91,1225,Closed,Moving
2025-09-03 17:44:00,32.73,82.37,97,1284,Closed,Inactivity
2025-09-03 17:45:00,32.52,77.38,61,1003,Open,Inactivity
2025-09-03 17:46:00,39.73,79.25,83,1098,Closed,Moving
2025-09-03 17:47:00,33.99,84.95,63,1038,Closed,Moving
2025-09-03 17:48:00,38.93,70.73,56,1270,Closed,Moving
2025-09-03 17:49:00,36.35,75.05,49,1284,Open,Moving
2025-09-03 17:50:00,37.97,84.27,69,1156,Open,Inactivity
2025-09-03 17:51:00,35.08,87.9,95,1074,Open,Moving
2025-09-03 17:52:00,35.81,80.23,98,1287,Open,Inactivity
2025-09-03 17:53:00,34.98,80.64,85,1129,Open,Moving
2025-09-03 17:54:00,32.03,72.14,62,1174,Open,Inactivity
2025-09-03 17:55:00,37.25,78.95,71,1083,Open,Inactivity
2025-09-03 17:56:00,32.88,80.65,56,1021,Closed,Inactivity
2025-09-03 17:57:00,30.34,74.85,89,1026,Closed,Inactivity
2025-09-03 17:58:00,36.49,75.38,90,1194,Closed,Inactivity
2025-09-03 17:59:00,31.85,77.55,56,1235,Open,Inactivity
2025-09-03 18:00:00,39.41,70.4,53,1091,Open,Moving
2025-09-03 18:01:00,39.54,76.44,48,1020,Open,Inactivity
2025-09-03 18:02:00,39.16,74.23,79,1083,Open,Moving
2025-09-03 18:03:00,33.76,76.55,41,1261,Open,Moving
2025-09-03 18:04:00,30.25,72.4,84,1146,Closed,Inactivity
2025-09-03 18:05:00,39.29,87.81,64,1256,Closed,Moving
2025-09-03 18:06:00,34.34,81.87,78,1057,Open,Inactivity
2025-09-03 18:07:00,39.67,83.58,48,1014,Open,Moving
2025-09-03 18:08:00,39.64,85.78,93,1161,Open,Inactivity
2025-09-03 18:09:00,38.54,79.97,61,1162,Open,Moving
2025-09-03 18:10:00,33.02,71.74,82,1280,Closed,Inactivity
2025-09-03 18:11:00,33.91,80.74,85,1279,Open,Inactivity
2025-09-03 18:12:00,38.53,81.74,43,1011,Open,Inactivity
2025-09-03 18:13:00,33.24,84.91,65,1273,Open,Inactivity
2025-09-03 18:14:00,31.78,78.63,97,1270,Open,Moving
2025-09-03 18:15:00,35.61,72.55,68,1207,Closed,Inactivity
2025-09-03 18:16:00,39.37,75.68,84,1026,Open,Moving
2025-09-03 18:17:00,36.99,77.26,73,1071,Open,Moving
2025-09-03 18:18:00,35.74,82.92,62,1059,Closed,Moving
2025-09-03 18:19:00,31.06,81.42,76,1144,Closed,Inactivity
2025-09-03 18:20:00,36.19,77.12,50,1092,Closed,Moving
2025-09-03 18:21:00,39.9,89.73,45,1007,Open,Moving
2025-09-03 18:22:00,31.49,82.12,57,1078,Open,Moving
2025-09-03 18:23:00,35.23,74.74,60,1026,Closed,Inactivity
2025-09-03 18:24:00,38.79,72.04,81,1173,Closed,Inactivity
2025-09-03 18:25:00,37.43,73.06,75,1049,Closed,Moving
2025-09-03 18:26:00,37.0,74.92,80,1198,Closed,Inactivity
2025-09-03 18:27:00,37.05,73.21,77,1180,Closed,Inactivity
2025-09-03 18:28:00,33.66,73.73,73,1023,Closed,Moving
2025-09-03 18:29:00,33.01,75.7,56,1045,Open,Moving
2025-09-03 18:30:00,38.11,73.47,76,1014,Open,Inactivity
2025-09-03 18:31:00,38.12,87.94,64,1152,Open,Moving
2025-09-03 18:32:00,38.68,71.6,77,1221,Closed,Inactivity
2025-09-03 18:33:00,39.14,80.49,97,1205,Closed,Inactivity
2025-09-03 18:34:00,35.16,78.21,51,1272,Closed,Inactivity
2025-09-03 18:35:00,35.07,89.65,62,1235,Closed,Inactivity
2025-09-03 18:36:00,38.0,72.24,92,1227,Closed,Inactivity
2025-09-03 18:37:00,36.53,77.96,81,1008,Closed,Inactivity
2025-09-03 18:38:00,37.05,89.39,61,1165,Open,Moving
2025-09-03 18:39:00,37.98,87.31,60,1213,Open,Moving
2025-09-03 18:40:00,38.91,86.34,66,1116,Closed,Inactivity
2025-09-03 18:41:00,33.45,75.16,96,1071,Open,Inactivity
2025-09-03 18:42:00,33.82,73.42,70,1063,Closed,Inactivity
2025-09-03 18:43:00,31.03,83.37,45,1204,Open,Moving
2025-09-03 18:44:00,35.82,88.59,66,1208,Closed,Inactivity
2025-09-03 18:45:00,30.46,81.14,79,1071,Closed,Moving
2025-09-03 18:46:00,34.71,81.43,73,1276,Open,Inactivity
2025-09-03 18:47:00,35.47,75.6,51,1273,Open,Inactivity
2025-09-03 18:48:00,32.94,85.39,84,1094,Closed,Moving
2025-09-03 18:49:00,35.95,73.74,96,1165,Closed,Moving
2025-09-03 18:50:00,30.4,76.47,92,1031,Open,Inactivity
2025-09-03 18:51:00,30.47,78.51,46,1010,Open,Inactivity
2025-09-03 18:52:00,38.24,80.15,49,1300,Closed,Inactivity
2025-09-03 18:53:00,33.67,74.85,84,1216,Open,Moving
2025-09-03 18:54:00,31.36,72.3,56,1288,Closed,Moving
2025-09-03 18:55:00,35.27,82.21,65,1101,Closed,Moving
2025-09-03 18:56:00,37.72,75.77,60,1266,Closed,Moving
2025-09-03 18:57:00,32.24,81.62,67,1213,Closed,Moving
2025-09-03 18:58:00,36.27,73.09,97,1178,Open,Moving
2025-09-03 18:59:00,30.94,79.62,85,1087,Open,Inactivity
2025-09-03 19:00:00,30.61,80.65,41,1040,Open,Inactivity
2025-09-03 19:01:00,35.36,71.04,99,1075,Open,Moving
2025-09-03 19:02:00,35.45,76.73,93,1045,Open,Inactivity
2025-09-03 19:03:00,36.41,72.69,82,1159,Open,Inactivity
2025-09-03 19:04:00,37.29,71.27,40,1079,Open,Moving
2025-09-03 19:05:00,39.76,89.8,90,1085,Closed,Inactivity
2025-09-03 19:06:00,35.21,76.45,92,1091,Open,Moving
2025-09-03 19:07:00,33.3,86.2,75,1147,Open,Moving
2025-09-03 19:08:00,37.97,75.09,90,1160,Closed,Inactivity
2025-09-03 19:09:00,32.78,83.63,65,1201,Open,Moving
2025-09-03 19:10:00,34.45,85.2,68,1241,Open,Moving
2025-09-03 19:11:00,30.88,81.91,60,1001,Closed,Moving
2025-09-03 19:12:00,30.35,79.43,50,1224,Open,Moving
2025-09-03 19:13:00,39.63,78.24,79,1288,Open,Moving
2025-09-03 19:14:00,38.38,76.98,50,1232,Open,Moving
2025-09-03 19:15:00,36.99,88.59,75,1076,Closed,Moving
2025-09-03 19:16:00,34.15,86.61,88,1115,Open,Moving
2025-09-03 19:17:00,31.82,89.3,98,1153,Open,Inactivity
2025-09-03 19:18:00,31.65,72.49,78,1102,Closed,Inactivity
2025-09-03 19:19:00,32.58,84.62,79,1193,Open,Inactivity
2025-09-03 19:20:00,35.54,88.77,74,1165,Closed,Moving
2025-09-03 19:21:00,37.17,73.62,93,1089,Closed,Moving
2025-09-03 19:22:00,36.64,71.33,73,1173,Open,Inactivity
2025-09-03 19:23:00,32.87,84.82,94,1121,Closed,Inactivity
2025-09-03 19:24:00,39.55,81.49,86,1142,Closed,Inactivity
2025-09-03 19:25:00,37.41,86.84,63,1105,Open,Moving
2025-09-03 19:26:00,35.59,72.8,93,1122,Closed,Inactivity
2025-09-03 19:27:00,36.16,85.91,61,1008,Closed,Inactivity
2025-09-03 19:28:00,34.25,74.03,44,1261,Open,Moving
2025-09-03 19:29:00,32.55,73.27,95,1072,Open,Inactivity
2025-09-03 19:30:00,33.62,73.29,72,1222,Open,Moving
2025-09-03 19:31:00,37.6,86.29,97,1040,Closed,Moving
2025-09-03 19:32:00,30.24,83.3,75,1203,Open,Moving
2025-09-03 19:33:00,31.25,80.46,86,1263,Closed,Inactivity
2025-09-03 19:34:00,30.56,77.18,59,1177,Closed,Inactivity
2025-09-03 19:35:00,30.5,87.54,58,1083,Closed,Moving
2025-09-03 19:36:00,38.57,77.85,74,1110,Closed,Inactivity
2025-09-03 19:37:00,37.07,86.33,91,1250,Closed,Inactivity
2025-09-03 19:38:00,34.79,78.78,82,1006,Closed,Inactivity
2025-09-03 19:39:00,31.07,77.54,56,1083,Closed,Inactivity
2025-09-03 19:40:00,34.97,79.25,98,1207,Open,Moving
2025-09-03 19:41:00,34.79,76.03,84,1021,Open,Inactivity
2025-09-03 19:42:00,31.81,84.95,82,1002,Closed,Moving
2025-09-03 19:43:00,34.4,80.05,73,1126,Closed,Moving
2025-09-03 19:44:00,34.05,74.64,48,1296,Open,Inactivity
2025-09-03 19:45:00,36.2,87.99,65,1187,Closed,Moving
2025-09-03 19:46:00,36.39,77.68,41,1013,Open,Inactivity
2025-09-03 19:47:00,30.55,80.87,92,1011,Open,Inactivity
2025-09-03 19:48:00,33.81,88.13,48,1086,Open,Moving
2025-09-03 19:49:00,36.3,82.48,48,1011,Closed,Moving
2025-09-03 19:50:00,35.08,72.34,79,1024,Closed,Moving
2025-09-03 19:51:00,38.58,88.8,56,1300,Open,Moving
2025-09-03 19:52:00,36.62,82.55,40,1242,Open,Inactivity
2025-09-03 19:53:00,31.71,76.7,64,1121,Open,Inactivity
2025-09-03 19:54:00,30.8,72.79,100,1146,Open,Inactivity
2025-09-03 19:55:00,36.46,85.88,82,1054,Open,Moving
2025-09-03 19:56:00,30.36,82.4,79,1237,Closed,Moving
2025-09-03 19:57:00,35.9,80.67,81,1172,Open,Moving
2025-09-03 19:58:00,39.41,87.88,64,1220,Closed,Inactivity
2025-09-03 19:59:00,35.8,85.77,78,1118,Open,Moving
2025-09-03 20:00:00,33.94,73.03,74,1182,Closed,Inactivity
2025-09-03 20:01:00,36.47,76.23,42,1287,Closed,Moving
2025-09-03 20:02:00,34.64,74.97,89,1299,Closed,Inactivity
2025-09-03 20:03:00,35.5,84.88,76,1081,Closed,Inactivity
2025-09-03 20:04:00,39.42,70.67,83,1210,Closed,Moving
2025-09-03 20:05:00,33.92,81.4,83,1149,Closed,Moving
2025-09-03 20:06:00,39.62,85.25,90,1036,Open,Inactivity
2025-09-03 20:07:00,39.06,87.54,69,1058,Closed,Inactivity
2025-09-03 20:08:00,32.04,76.84,77,1130,Open,Moving
2025-09-03 20:09:00,30.79,86.43,73,1201,Closed,Moving
2025-09-03 20:10:00,31.1,72.21,51,1242,Closed,Inactivity
2025-09-03 20:11:00,30.28,86.93,58,1034,Open,Moving
2025-09-03 20:12:00,31.03,72.55,76,1092,Closed,Inactivity
2025-09-03 20:13:00,36.86,77.95,83,1206,Open,Inactivity
2025-09-03 20:14:00,30.8,85.95,98,1212,Open,Moving
2025-09-03 20:15:00,33.26,73.0,98,1158,Open,Moving
2025-09-03 20:16:00,38.46,74.59,88,1023,Open,Moving
2025-09-03 20:17:00,30.33,84.45,100,1292,Closed,Moving
2025-09-03 20:18:00,38.16,84.4,56,1003,Closed,Moving
2025-09-03 20:19:00,32.89,82.82,49,1219,Open,Inactivity
2025-09-03 20:20:00,31.27,83.88,96,1019,Closed,Inactivity
2025-09-03 20:21:00,37.0,80.85,94,1151,Closed,Moving
2025-09-03 20:22:00,36.33,75.04,88,1049,Open,Moving
2025-09-03 20:23:00,38.79,76.91,86,1176,Closed,Moving
2025-09-03 20:24:00,37.38,73.63,51,1095,Open,Inactivity
2025-09-03 20:25:00,38.05,88.17,55,1104,Open,Moving
2025-09-03 20:26:00,32.89,81.67,63,1249,Closed,Moving
2025-09-03 20:27:00,31.86,78.02,58,1116,Closed,Inactivity
2025-09-03 20:28:00,37.53,79.24,47,1227,Closed,Inactivity
2025-09-03 20:29:00,38.09,88.95,70,1065,Open,Moving
2025-09-03 20:30:00,39.91,73.07,60,1261,Open,Moving
2025-09-03 20:31:00,34.18,81.72,56,1294,Closed,Moving
2025-09-03 20:32:00,33.78,80.12,62,1242,Closed,Inactivity
2025-09-03 20:33:00,37.79,82.23,76,1185,Closed,Moving
2025-09-03 20:34:00,33.47,70.36,93,1245,Closed,Moving
2025-09-03 20:35:00,39.31,87.44,55,1124,Open,Moving
2025-09-03 20:36:00,38.6,88.64,45,1267,Closed,Inactivity
2025-09-03 20:37:00,34.35,81.3,47,1130,Open,Inactivity
2025-09-03 20:38:00,37.53,83.93,64,1236,Open,Moving
2025-09-03 20:39:00,37.57,88.45,57,1017,Closed,Moving
